ID_Cliente,Nome,Idade,Genero,Localizacao,Status_Fidelidade
1186,Ana Santos,69,Feminino,Curitiba,Inativo
1187,Maria Oliveira,29,Feminino,Curitiba,Ativo
1188,Pedro Pereira,44,Feminino,São Paulo,Novo
1189,Paulo Silva,33,Masculino,Curitiba,Ativo
1190,Carlos Costa,18,Masculino,Curitiba,Inativo
1191,Paulo Almeida,24,Feminino,Salvador,VIP
1192,Ana Costa,52,Masculino,Rio de Janeiro,Ativo
1193,Camila Pereira,59,Masculino,Curitiba,Ativo
1194,Maria Lima,60,Feminino,São Paulo,Novo
1195,Pedro Oliveira,29,Masculino,Belo Horizonte,VIP
1196,Pedro Lima,19,Masculino,Rio de Janeiro,Novo
1197,Lucas Almeida,59,Feminino,Rio de Janeiro,Ativo
1198,Pedro Fernandes,50,Feminino,Salvador,Inativo
1199,Lucas Costa,47,Masculino,São Paulo,Ativo
1200,Maria Lima,47,Feminino,Curitiba,Ativo
1201,Pedro Lima,65,Feminino,São Paulo,Novo
1202,Lucas Almeida,45,Feminino,Belo Horizonte,Inativo
1203,Francisca Costa,24,Masculino,Rio de Janeiro,Ativo
1204,João Oliveira,53,Masculino,Belo Horizonte,Inativo
1205,Ana Santos,40,Masculino,Curitiba,Novo
1206,Paulo Lima,50,Feminino,São Paulo,Inativo
1207,Francisca Pereira,26,Feminino,Rio de Janeiro,Ativo
1208,Juliana Oliveira,66,Feminino,Curitiba,VIP
1209,Paulo Fernandes,33,Masculino,Rio de Janeiro,Inativo
1210,Lucas Santos,22,Masculino,Belo Horizonte,VIP
1211,Pedro Silva,32,Masculino,Salvador,Novo
1212,Carlos Santos,70,Masculino,São Paulo,Inativo
1213,Juliana Silva,43,Masculino,São Paulo,Ativo
1214,Juliana Santos,28,Feminino,Salvador,Ativo
1215,Paulo Fernandes,38,Masculino,Curitiba,VIP
1216,Camila Lima,58,Feminino,Curitiba,VIP
1217,Francisca Lima,47,Feminino,São Paulo,Novo
1218,Juliana Fernandes,33,Masculino,Curitiba,VIP
1219,Carlos Lima,32,Feminino,São Paulo,Ativo
1220,Maria Gomes,47,Feminino,Curitiba,Novo
1221,Ana Souza,55,Feminino,Salvador,VIP
1222,Ana Pereira,50,Feminino,Salvador,VIP
1223,Carlos Santos,50,Masculino,Belo Horizonte,Inativo
1224,Maria Gomes,19,Masculino,Salvador,VIP
1225,Francisca Souza,49,Masculino,Curitiba,Inativo
1226,Pedro Santos,47,Feminino,Curitiba,Inativo
1227,Maria Souza,60,Masculino,Rio de Janeiro,VIP
1228,João Lima,40,Masculino,São Paulo,Ativo
1229,Ana Pereira,62,Feminino,Curitiba,VIP
1230,Lucas Santos,19,Feminino,Belo Horizonte,VIP
1231,João Santos,31,Masculino,São Paulo,Ativo
1232,Paulo Costa,58,Masculino,Salvador,Ativo
1233,Ana Fernandes,64,Feminino,Curitiba,Ativo
1234,Francisca Oliveira,50,Feminino,Belo Horizonte,Ativo
1235,Maria Almeida,22,Feminino,São Paulo,VIP
1236,João Oliveira,42,Feminino,São Paulo,Ativo
1237,Ana Gomes,58,Feminino,Salvador,Inativo
1238,Lucas Santos,21,Feminino,Salvador,VIP
1239,Pedro Pereira,20,Masculino,Curitiba,Novo
1240,Ana Souza,65,Masculino,Curitiba,Novo
1241,Pedro Fernandes,34,Feminino,Belo Horizonte,Novo
1242,Camila Gomes,32,Masculino,Curitiba,Inativo
1243,Pedro Fernandes,50,Feminino,Belo Horizonte,Ativo
1244,Paulo Lima,63,Feminino,Curitiba,Inativo
1245,Pedro Lima,68,Masculino,Salvador,Novo
1246,Maria Almeida,25,Masculino,Salvador,Ativo
1247,Lucas Silva,50,Masculino,São Paulo,Inativo
1248,Carlos Gomes,34,Masculino,Curitiba,VIP
1249,Ana Almeida,65,Masculino,Rio de Janeiro,Novo
1250,Lucas Oliveira,42,Feminino,Salvador,Ativo
1251,Carlos Souza,32,Masculino,Salvador,VIP
1252,Paulo Pereira,22,Feminino,São Paulo,Novo
1253,Maria Santos,46,Masculino,Curitiba,Inativo
1254,Maria Almeida,65,Masculino,Rio de Janeiro,Ativo
1255,Francisca Fernandes,69,Masculino,São Paulo,Ativo
1256,Juliana Souza,50,Masculino,Rio de Janeiro,Ativo
1257,Lucas Pereira,57,Feminino,Salvador,Inativo
1258,Francisca Costa,47,Masculino,São Paulo,Ativo
1259,João Pereira,37,Feminino,Rio de Janeiro,VIP
1260,Pedro Lima,54,Masculino,Rio de Janeiro,Novo
1261,Pedro Oliveira,46,Feminino,São Paulo,Ativo
1262,Lucas Oliveira,53,Feminino,Belo Horizonte,Novo
1263,Lucas Silva,42,Feminino,Salvador,Inativo
1264,Juliana Lima,45,Masculino,Rio de Janeiro,Novo
1265,Ana Santos,67,Feminino,Rio de Janeiro,Novo
1266,Carlos Santos,46,Masculino,Curitiba,Ativo
1267,Juliana Gomes,32,Masculino,Curitiba,VIP
1268,Pedro Lima,31,Feminino,Rio de Janeiro,Ativo
1269,Carlos Pereira,66,Feminino,Rio de Janeiro,Inativo
1270,Carlos Santos,34,Feminino,Salvador,Ativo
1271,Paulo Fernandes,57,Feminino,Belo Horizonte,Novo
1272,Paulo Lima,31,Feminino,Salvador,Inativo
1273,Pedro Silva,37,Masculino,Salvador,Ativo
1274,Maria Pereira,19,Feminino,Rio de Janeiro,Inativo
1275,Maria Lima,67,Feminino,Salvador,Ativo
1276,Lucas Pereira,20,Feminino,Rio de Janeiro,Ativo
1277,Juliana Souza,59,Feminino,Rio de Janeiro,Ativo
1278,Juliana Santos,60,Masculino,São Paulo,Novo
1279,Juliana Fernandes,60,Feminino,São Paulo,VIP
1280,Paulo Silva,54,Feminino,Salvador,Ativo
1281,Francisca Costa,63,Masculino,São Paulo,VIP
1282,João Souza,36,Feminino,Rio de Janeiro,VIP
1283,Pedro Costa,38,Masculino,Salvador,Inativo
1284,Francisca Costa,31,Feminino,Belo Horizonte,Ativo
1285,Francisca Gomes,35,Feminino,Salvador,Inativo
1286,João Oliveira,63,Feminino,São Paulo,VIP
1287,João Almeida,50,Masculino,Rio de Janeiro,VIP
1288,Lucas Costa,37,Masculino,Curitiba,Inativo
1289,João Souza,28,Masculino,Rio de Janeiro,Novo
1290,Pedro Fernandes,19,Masculino,Curitiba,Inativo
1291,Paulo Souza,60,Masculino,São Paulo,VIP
1292,Pedro Almeida,18,Feminino,Rio de Janeiro,Inativo
1293,Francisca Gomes,59,Masculino,Curitiba,Inativo
1294,Paulo Souza,25,Masculino,Rio de Janeiro,Inativo
1295,João Gomes,58,Masculino,Rio de Janeiro,Inativo
1296,Paulo Almeida,21,Masculino,Salvador,Novo
1297,João Santos,54,Masculino,Belo Horizonte,VIP
1298,Pedro Oliveira,43,Masculino,Curitiba,Ativo
1299,Paulo Souza,42,Feminino,São Paulo,Inativo
1300,Juliana Souza,54,Feminino,Curitiba,Novo
1301,Lucas Gomes,30,Masculino,Belo Horizonte,Inativo
1302,Francisca Silva,55,Masculino,Belo Horizonte,Inativo
1303,Carlos Silva,19,Masculino,Salvador,Novo
1304,João Oliveira,38,Feminino,Rio de Janeiro,Inativo
1305,Camila Santos,61,Masculino,Salvador,Ativo
1306,Carlos Silva,26,Feminino,Curitiba,Novo
1307,Maria Fernandes,18,Masculino,São Paulo,Inativo
1308,Carlos Gomes,51,Masculino,Curitiba,Novo
1309,Francisca Pereira,36,Feminino,Salvador,VIP
1310,Lucas Pereira,25,Masculino,Belo Horizonte,VIP
1311,Ana Gomes,26,Feminino,São Paulo,Ativo
1312,Maria Lima,24,Masculino,Belo Horizonte,Ativo
1313,Maria Costa,34,Feminino,Salvador,Inativo
1314,Ana Santos,26,Feminino,Belo Horizonte,Inativo
1315,Lucas Souza,28,Masculino,Curitiba,VIP
1316,Lucas Silva,29,Masculino,Rio de Janeiro,Ativo
1317,Maria Almeida,56,Masculino,Belo Horizonte,Novo
1318,Paulo Gomes,23,Feminino,Belo Horizonte,Inativo
1319,João Oliveira,20,Masculino,São Paulo,Novo
1320,Lucas Pereira,46,Masculino,Curitiba,Novo
1321,Paulo Fernandes,42,Masculino,Rio de Janeiro,Novo
1322,Ana Silva,21,Masculino,Belo Horizonte,VIP
1323,Carlos Souza,36,Feminino,Belo Horizonte,Ativo
1324,Maria Souza,31,Feminino,São Paulo,Ativo
1325,Carlos Almeida,20,Feminino,Salvador,Ativo
1326,Carlos Pereira,62,Feminino,Belo Horizonte,Novo
1327,Maria Oliveira,47,Masculino,Curitiba,Novo
1328,Paulo Pereira,56,Feminino,Rio de Janeiro,Ativo
1329,João Gomes,35,Masculino,Belo Horizonte,Novo
1330,Juliana Oliveira,48,Feminino,Salvador,Ativo
1331,Lucas Souza,63,Masculino,Rio de Janeiro,Novo
1332,Camila Silva,41,Feminino,Belo Horizonte,Inativo
1333,Camila Santos,50,Masculino,Curitiba,Novo
1334,Carlos Pereira,33,Masculino,São Paulo,Ativo
1335,Maria Silva,40,Masculino,Rio de Janeiro,Novo
1336,Maria Pereira,64,Feminino,São Paulo,Inativo
1337,Juliana Pereira,23,Feminino,Salvador,Ativo
1338,Maria Silva,46,Feminino,Curitiba,Novo
1339,Ana Gomes,26,Masculino,Curitiba,Novo
1340,Pedro Fernandes,57,Masculino,Curitiba,Novo
1341,Carlos Souza,23,Feminino,Belo Horizonte,Ativo
1342,Paulo Oliveira,29,Masculino,Rio de Janeiro,VIP
1343,Francisca Silva,28,Masculino,Curitiba,Ativo
1344,Ana Oliveira,38,Feminino,Salvador,Novo
1345,Lucas Lima,20,Masculino,Rio de Janeiro,Inativo
1346,Pedro Santos,67,Masculino,Salvador,VIP
1347,Pedro Oliveira,63,Masculino,São Paulo,Novo
1348,João Almeida,54,Feminino,Belo Horizonte,Ativo
1349,Paulo Pereira,52,Feminino,Rio de Janeiro,VIP
1350,Camila Costa,32,Masculino,São Paulo,Ativo
1351,Francisca Santos,48,Masculino,São Paulo,Inativo
1352,João Souza,39,Masculino,Curitiba,Novo
1353,Lucas Souza,42,Masculino,Belo Horizonte,VIP
1354,Juliana Gomes,65,Masculino,Belo Horizonte,Novo
1355,Pedro Pereira,65,Feminino,Belo Horizonte,Ativo
1356,Lucas Fernandes,33,Feminino,Rio de Janeiro,VIP
1357,Camila Silva,30,Feminino,Rio de Janeiro,Novo
1358,Pedro Almeida,29,Feminino,São Paulo,VIP
1359,Paulo Gomes,53,Masculino,São Paulo,Novo
1360,Carlos Almeida,39,Feminino,Curitiba,VIP
1361,Francisca Santos,36,Feminino,São Paulo,VIP
1362,Maria Santos,22,Feminino,São Paulo,Ativo
1363,Francisca Almeida,55,Masculino,Belo Horizonte,Inativo
1364,Juliana Santos,49,Masculino,Rio de Janeiro,Novo
1365,João Oliveira,51,Feminino,Belo Horizonte,Ativo
1366,Lucas Costa,61,Masculino,Rio de Janeiro,Inativo
1367,Ana Souza,68,Feminino,Salvador,Ativo
1368,Ana Costa,61,Feminino,Belo Horizonte,Ativo
1369,Francisca Lima,41,Masculino,Belo Horizonte,Novo
1370,João Souza,64,Feminino,São Paulo,Novo
1371,Lucas Silva,52,Masculino,São Paulo,Ativo
1372,Lucas Fernandes,48,Masculino,São Paulo,Ativo
1373,Juliana Souza,34,Masculino,Curitiba,Novo
1374,Lucas Fernandes,53,Feminino,Salvador,Ativo
1375,Carlos Lima,67,Masculino,Salvador,Novo
1376,Lucas Costa,30,Feminino,Salvador,Ativo
1377,Lucas Gomes,42,Masculino,Rio de Janeiro,Novo
1378,Ana Lima,65,Feminino,São Paulo,Inativo
1379,Lucas Souza,70,Masculino,Salvador,Inativo
1380,Maria Oliveira,55,Masculino,Salvador,Ativo
1381,Ana Fernandes,65,Feminino,Belo Horizonte,VIP
1382,Camila Costa,30,Masculino,Belo Horizonte,VIP
1383,Lucas Lima,67,Feminino,Salvador,Novo
1384,Lucas Souza,70,Masculino,São Paulo,VIP
1385,Lucas Oliveira,22,Masculino,São Paulo,Inativo
1386,Juliana Fernandes,60,Feminino,Curitiba,Ativo
1387,Juliana Souza,28,Feminino,Belo Horizonte,VIP
1388,Francisca Gomes,64,Feminino,Salvador,Inativo
1389,Juliana Lima,33,Masculino,Curitiba,Ativo
1390,Carlos Costa,42,Feminino,Curitiba,Inativo
1391,Camila Souza,46,Feminino,Belo Horizonte,Ativo
1392,Carlos Pereira,46,Masculino,Rio de Janeiro,Novo
1393,Francisca Almeida,60,Feminino,São Paulo,Novo
1394,João Fernandes,22,Masculino,Salvador,Ativo
1395,Pedro Costa,53,Masculino,Salvador,Novo
1396,Lucas Fernandes,48,Masculino,Rio de Janeiro,Ativo
1397,Paulo Pereira,70,Feminino,Curitiba,VIP
1398,Maria Costa,27,Feminino,São Paulo,Novo
1399,Juliana Fernandes,21,Masculino,São Paulo,Ativo
1400,Paulo Gomes,19,Masculino,São Paulo,Novo
1401,Ana Pereira,63,Masculino,Salvador,Ativo
1402,Francisca Gomes,54,Feminino,Curitiba,Ativo
1403,Francisca Santos,23,Feminino,Belo Horizonte,Inativo
1404,João Lima,70,Masculino,Rio de Janeiro,Inativo
1405,Lucas Silva,56,Masculino,Curitiba,Novo
1406,Paulo Costa,68,Masculino,Salvador,Inativo
1407,Pedro Almeida,26,Masculino,Belo Horizonte,Inativo
1408,Lucas Gomes,20,Masculino,Curitiba,Novo
1409,Ana Silva,33,Feminino,Belo Horizonte,Ativo
1410,Maria Pereira,26,Feminino,Curitiba,Ativo
1411,Maria Gomes,28,Feminino,Belo Horizonte,Novo
1412,Lucas Pereira,47,Feminino,Rio de Janeiro,VIP
1413,Ana Oliveira,48,Feminino,Rio de Janeiro,VIP
1414,Paulo Gomes,33,Feminino,Belo Horizonte,Novo
1415,Carlos Silva,59,Masculino,Belo Horizonte,Inativo
1416,Paulo Almeida,67,Masculino,Belo Horizonte,Novo
1417,Carlos Costa,56,Feminino,Salvador,Inativo
1418,Lucas Pereira,69,Feminino,Salvador,Ativo
1419,Maria Pereira,26,Masculino,Rio de Janeiro,Novo
1420,Juliana Gomes,18,Feminino,Curitiba,Ativo
1421,Camila Lima,54,Masculino,Belo Horizonte,VIP
1422,Lucas Fernandes,59,Feminino,Salvador,Inativo
1423,Lucas Souza,53,Feminino,Belo Horizonte,VIP
1424,Camila Souza,38,Feminino,Curitiba,VIP
1425,Ana Fernandes,23,Feminino,São Paulo,Ativo
1426,Maria Santos,29,Feminino,Rio de Janeiro,Novo
1427,Maria Fernandes,49,Feminino,Belo Horizonte,Inativo
1428,Carlos Lima,34,Masculino,São Paulo,Inativo
1429,Maria Santos,47,Masculino,Rio de Janeiro,VIP
1430,Lucas Pereira,32,Masculino,Rio de Janeiro,Inativo
1431,Lucas Fernandes,39,Masculino,Salvador,Ativo
1432,Camila Souza,43,Masculino,São Paulo,Inativo
1433,João Silva,48,Feminino,Belo Horizonte,Inativo
1434,Carlos Silva,69,Masculino,São Paulo,VIP
1435,Lucas Pereira,57,Feminino,Salvador,Novo
1436,Lucas Oliveira,46,Masculino,Curitiba,Ativo
1437,Paulo Santos,19,Feminino,Belo Horizonte,Inativo
1438,Camila Gomes,38,Masculino,Rio de Janeiro,Ativo
1439,Camila Oliveira,57,Feminino,Salvador,Inativo
1440,Paulo Pereira,19,Masculino,Salvador,Novo
1441,Juliana Silva,61,Masculino,São Paulo,Ativo
1442,Paulo Souza,42,Feminino,Rio de Janeiro,VIP
1443,Francisca Souza,25,Masculino,Rio de Janeiro,VIP
1444,Carlos Lima,51,Feminino,Salvador,Ativo
1445,Camila Fernandes,64,Masculino,Curitiba,Novo
1446,João Pereira,41,Masculino,Rio de Janeiro,VIP
1447,Ana Lima,40,Feminino,Salvador,VIP
1448,Camila Pereira,26,Feminino,Belo Horizonte,Ativo
1449,Francisca Silva,22,Masculino,Curitiba,Novo
1450,Camila Fernandes,43,Feminino,Curitiba,Novo
1451,Ana Lima,51,Feminino,Belo Horizonte,Ativo
1452,Carlos Lima,69,Masculino,Curitiba,Novo
1453,Juliana Gomes,60,Masculino,São Paulo,Novo
1454,Camila Costa,58,Masculino,Belo Horizonte,VIP
1455,Juliana Santos,34,Feminino,Rio de Janeiro,Inativo
1456,Maria Pereira,39,Masculino,Curitiba,VIP
1457,Lucas Silva,48,Masculino,Salvador,Ativo
1458,Maria Santos,22,Feminino,São Paulo,Novo
1459,Francisca Fernandes,47,Masculino,Salvador,VIP
1460,Juliana Oliveira,66,Feminino,Curitiba,VIP
1461,Paulo Almeida,48,Masculino,Rio de Janeiro,Inativo
1462,Carlos Pereira,35,Feminino,São Paulo,VIP
1463,Juliana Costa,34,Feminino,Belo Horizonte,VIP
1464,Carlos Gomes,48,Feminino,São Paulo,Novo
1465,Camila Almeida,21,Masculino,Curitiba,VIP
1466,Ana Pereira,42,Feminino,São Paulo,Ativo
1467,Carlos Santos,39,Feminino,Rio de Janeiro,Inativo
1468,Maria Souza,47,Feminino,Curitiba,Novo
1469,Pedro Fernandes,40,Masculino,São Paulo,Novo
1470,Paulo Almeida,68,Masculino,Salvador,VIP
1471,Paulo Oliveira,26,Feminino,Belo Horizonte,VIP
1472,Pedro Silva,24,Masculino,Belo Horizonte,VIP
1473,Paulo Pereira,48,Masculino,Rio de Janeiro,VIP
1474,Francisca Lima,48,Masculino,Curitiba,Ativo
1475,Francisca Gomes,20,Feminino,Salvador,VIP
1476,Lucas Souza,27,Feminino,São Paulo,VIP
1477,Lucas Oliveira,32,Feminino,São Paulo,Inativo
1478,Lucas Fernandes,49,Feminino,Rio de Janeiro,Inativo
1479,Francisca Lima,59,Masculino,Belo Horizonte,Ativo
1480,João Silva,48,Feminino,Salvador,VIP
1481,Lucas Pereira,24,Feminino,Rio de Janeiro,VIP
1482,Carlos Lima,57,Feminino,Rio de Janeiro,Ativo
1483,Pedro Silva,28,Masculino,Curitiba,Inativo
1484,Francisca Oliveira,48,Feminino,Curitiba,Inativo
1485,Ana Fernandes,20,Masculino,Curitiba,VIP
1486,Camila Almeida,37,Feminino,Belo Horizonte,Ativo
1487,João Pereira,57,Masculino,São Paulo,Inativo
1488,Francisca Lima,33,Feminino,Curitiba,Novo
1489,Carlos Silva,64,Feminino,Belo Horizonte,Ativo
1490,Pedro Silva,67,Masculino,Belo Horizonte,Ativo
1491,Lucas Gomes,21,Feminino,Curitiba,Novo
1492,João Souza,22,Masculino,Curitiba,Novo
1493,Francisca Lima,37,Masculino,Curitiba,VIP
1494,Pedro Silva,64,Masculino,Rio de Janeiro,VIP
1495,João Pereira,18,Feminino,Curitiba,Ativo
1496,Carlos Almeida,36,Masculino,Rio de Janeiro,VIP
1497,Camila Pereira,42,Feminino,Rio de Janeiro,VIP
1498,Camila Oliveira,52,Masculino,Salvador,Novo
1499,João Fernandes,19,Feminino,Salvador,Novo
1500,Ana Lima,37,Masculino,Curitiba,Novo
1501,Maria Silva,67,Feminino,São Paulo,Novo
1502,Camila Costa,46,Feminino,São Paulo,Novo
1503,Camila Souza,61,Masculino,São Paulo,Ativo
1504,Carlos Oliveira,43,Masculino,Curitiba,Ativo
1505,Juliana Lima,52,Masculino,São Paulo,VIP
1506,João Santos,24,Feminino,Rio de Janeiro,Ativo
1507,Paulo Lima,43,Masculino,Salvador,VIP
1508,Pedro Oliveira,30,Masculino,São Paulo,Inativo
1509,Pedro Santos,34,Feminino,Salvador,VIP
1510,Maria Costa,42,Masculino,São Paulo,Novo
1511,Maria Silva,36,Masculino,Rio de Janeiro,Inativo
1512,Carlos Fernandes,52,Feminino,Curitiba,Inativo
1513,Camila Pereira,41,Feminino,Belo Horizonte,Ativo
1514,Carlos Costa,45,Masculino,Belo Horizonte,Inativo
1515,Paulo Almeida,20,Masculino,São Paulo,Ativo
1516,Maria Souza,70,Feminino,Belo Horizonte,VIP
1517,Paulo Silva,54,Masculino,São Paulo,Inativo
1518,Ana Santos,35,Masculino,Belo Horizonte,Novo
1519,Carlos Silva,60,Feminino,São Paulo,VIP
1520,Maria Lima,61,Feminino,Rio de Janeiro,Ativo
1521,Paulo Fernandes,36,Feminino,Belo Horizonte,VIP
1522,Carlos Santos,61,Feminino,Rio de Janeiro,Inativo
1523,Francisca Oliveira,47,Masculino,Salvador,VIP
1524,Paulo Costa,19,Masculino,Salvador,Ativo
1525,Ana Costa,55,Masculino,Rio de Janeiro,Ativo
1526,Carlos Costa,40,Feminino,Belo Horizonte,Ativo
1527,João Santos,47,Feminino,Belo Horizonte,Inativo
1528,João Santos,42,Feminino,São Paulo,Inativo
1529,Ana Almeida,67,Masculino,Belo Horizonte,Inativo
1530,Ana Almeida,36,Masculino,São Paulo,Novo
1531,Ana Souza,19,Masculino,Belo Horizonte,Novo
1532,Carlos Silva,25,Masculino,Curitiba,VIP
1533,Paulo Souza,55,Masculino,Rio de Janeiro,Ativo
1534,Camila Pereira,53,Feminino,Belo Horizonte,VIP
1535,Francisca Costa,62,Feminino,Belo Horizonte,Novo
1536,Juliana Almeida,23,Masculino,Rio de Janeiro,Novo
1537,Pedro Souza,46,Masculino,Curitiba,Novo
1538,Camila Almeida,66,Feminino,Rio de Janeiro,Ativo
1539,Francisca Santos,35,Feminino,Curitiba,VIP
1540,Paulo Silva,59,Feminino,Salvador,Inativo
1541,Carlos Pereira,36,Masculino,Rio de Janeiro,Ativo
1542,Francisca Costa,46,Masculino,Curitiba,VIP
1543,Camila Costa,36,Feminino,Belo Horizonte,Ativo
1544,Camila Souza,64,Feminino,Rio de Janeiro,Ativo
1545,Maria Gomes,45,Masculino,Belo Horizonte,Inativo
1546,Juliana Santos,21,Masculino,Belo Horizonte,Ativo
1547,Camila Silva,30,Masculino,Belo Horizonte,VIP
1548,Francisca Gomes,25,Feminino,Curitiba,Ativo
1549,Juliana Lima,55,Feminino,São Paulo,Ativo
1550,João Silva,41,Feminino,Rio de Janeiro,Inativo
1551,Lucas Fernandes,32,Masculino,Belo Horizonte,Inativo
1552,Ana Almeida,44,Feminino,Belo Horizonte,Novo
1553,Maria Silva,24,Masculino,Curitiba,Novo
1554,Camila Gomes,20,Masculino,Rio de Janeiro,Ativo
1555,Juliana Almeida,36,Masculino,Salvador,Inativo
1556,Juliana Souza,49,Masculino,Salvador,VIP
1557,Maria Costa,38,Masculino,Curitiba,VIP
1558,Pedro Lima,54,Feminino,Rio de Janeiro,Ativo
1559,João Oliveira,20,Masculino,Curitiba,Novo
1560,Juliana Lima,50,Masculino,Salvador,Inativo
1561,Paulo Oliveira,24,Masculino,Salvador,Novo
1562,Juliana Oliveira,57,Feminino,Rio de Janeiro,VIP
1563,Ana Oliveira,70,Feminino,São Paulo,Ativo
1564,Juliana Fernandes,65,Masculino,Salvador,Novo
1565,João Souza,29,Masculino,Salvador,VIP
1566,Francisca Oliveira,60,Masculino,Curitiba,Inativo
1567,Camila Costa,42,Masculino,São Paulo,Novo
1568,Lucas Oliveira,53,Masculino,Curitiba,Inativo
1569,Carlos Gomes,28,Masculino,Curitiba,Ativo
1570,Juliana Pereira,47,Masculino,Rio de Janeiro,VIP
1571,Paulo Oliveira,44,Masculino,Salvador,VIP
1572,Francisca Lima,53,Masculino,Salvador,Ativo
1573,Juliana Costa,69,Masculino,Curitiba,Novo
1574,Francisca Pereira,29,Masculino,Salvador,Novo
1575,Juliana Silva,58,Feminino,Belo Horizonte,Inativo
1576,Camila Lima,54,Masculino,Salvador,Ativo
1577,Paulo Souza,51,Feminino,Rio de Janeiro,Ativo
1578,Ana Pereira,24,Feminino,Belo Horizonte,Inativo
1579,João Gomes,63,Feminino,Belo Horizonte,VIP
1580,João Lima,50,Masculino,Curitiba,Ativo
1581,Francisca Santos,49,Feminino,Rio de Janeiro,Novo
1582,Juliana Souza,31,Feminino,Curitiba,Novo
1583,Maria Santos,47,Masculino,Curitiba,Inativo
1584,Juliana Souza,23,Feminino,Rio de Janeiro,VIP
1585,Ana Santos,68,Feminino,Salvador,VIP
1586,João Fernandes,53,Feminino,Rio de Janeiro,Ativo
1587,Paulo Silva,38,Feminino,Curitiba,Ativo
1588,Paulo Fernandes,65,Feminino,Belo Horizonte,Ativo
1589,Lucas Gomes,48,Masculino,Belo Horizonte,Novo
1590,Paulo Pereira,29,Masculino,Rio de Janeiro,Inativo
1591,Carlos Almeida,68,Masculino,Belo Horizonte,Ativo
1592,Camila Pereira,65,Feminino,Curitiba,Novo
1593,Ana Santos,43,Feminino,Curitiba,Inativo
1594,Pedro Souza,54,Masculino,Salvador,Ativo
1595,João Gomes,48,Masculino,São Paulo,Ativo
1596,João Lima,53,Masculino,Rio de Janeiro,Inativo
1597,João Lima,66,Feminino,Rio de Janeiro,Inativo
1598,Carlos Santos,19,Feminino,Rio de Janeiro,Ativo
1599,Pedro Oliveira,58,Feminino,Belo Horizonte,VIP
1600,João Gomes,24,Feminino,Salvador,Inativo
1601,Carlos Gomes,29,Feminino,Curitiba,VIP
1602,Pedro Souza,40,Masculino,Curitiba,VIP
1603,Camila Pereira,27,Masculino,Curitiba,Ativo
1604,Camila Lima,49,Feminino,São Paulo,Novo
1605,João Silva,61,Masculino,Rio de Janeiro,Ativo
1606,João Pereira,50,Feminino,Curitiba,VIP
1607,Lucas Pereira,55,Feminino,Salvador,VIP
1608,João Oliveira,70,Masculino,São Paulo,VIP
1609,Juliana Oliveira,53,Masculino,Belo Horizonte,VIP
1610,Paulo Oliveira,18,Feminino,Belo Horizonte,Novo
1611,Camila Fernandes,34,Feminino,Salvador,Inativo
1612,Ana Silva,46,Feminino,Curitiba,Ativo
1613,Camila Silva,34,Masculino,Curitiba,Novo
1614,Carlos Pereira,48,Masculino,Belo Horizonte,VIP
1615,Carlos Pereira,62,Masculino,Curitiba,Novo
1616,Maria Oliveira,53,Feminino,Belo Horizonte,Ativo
1617,Francisca Gomes,22,Masculino,Rio de Janeiro,Inativo
1618,Camila Gomes,47,Feminino,Salvador,Ativo
1619,Ana Fernandes,45,Feminino,Curitiba,Novo
1620,Francisca Oliveira,44,Masculino,Rio de Janeiro,Ativo
1621,Juliana Pereira,28,Feminino,Belo Horizonte,Novo
1622,Juliana Souza,30,Masculino,Rio de Janeiro,Novo
1623,Francisca Fernandes,60,Masculino,São Paulo,Ativo
1624,Paulo Santos,57,Feminino,São Paulo,Ativo
1625,Francisca Fernandes,41,Masculino,Rio de Janeiro,Inativo
1626,Lucas Santos,29,Masculino,São Paulo,Novo
1627,Juliana Gomes,51,Feminino,Rio de Janeiro,Ativo
1628,Carlos Silva,27,Masculino,Rio de Janeiro,Novo
1629,Paulo Oliveira,70,Feminino,São Paulo,Ativo
1630,Lucas Oliveira,64,Masculino,Salvador,Ativo
1631,Juliana Gomes,45,Masculino,Salvador,Inativo
1632,Juliana Silva,45,Feminino,Salvador,VIP
1633,Francisca Fernandes,60,Feminino,Salvador,Inativo
1634,Carlos Lima,52,Feminino,Salvador,VIP
1635,João Costa,56,Feminino,Curitiba,Novo
1636,Ana Costa,32,Masculino,Curitiba,VIP
1637,Juliana Almeida,23,Feminino,Curitiba,Novo
1638,Ana Almeida,38,Feminino,Rio de Janeiro,Ativo
1639,Pedro Souza,69,Feminino,Rio de Janeiro,VIP
1640,Maria Pereira,22,Masculino,Salvador,Novo
1641,João Oliveira,30,Masculino,São Paulo,VIP
1642,Lucas Lima,30,Feminino,Curitiba,Novo
1643,Francisca Fernandes,25,Feminino,Curitiba,VIP
1644,Ana Oliveira,22,Feminino,São Paulo,Inativo
1645,Francisca Santos,50,Feminino,Salvador,Inativo
1646,Juliana Gomes,53,Masculino,Rio de Janeiro,Novo
1647,Camila Silva,36,Feminino,Rio de Janeiro,Novo
1648,Maria Costa,56,Masculino,Belo Horizonte,Inativo
1649,Paulo Pereira,34,Masculino,Rio de Janeiro,VIP
1650,Carlos Lima,21,Feminino,São Paulo,Inativo
1651,Carlos Lima,67,Feminino,Curitiba,Inativo
1652,João Pereira,33,Masculino,Curitiba,Ativo
