ID_Venda;Data_Venda;Produto;Categoria;Quantidade;Preco_Unitario;Desconto;Cliente;Cidade;Estado;Forma_Pagamento;Valor_Total
569;2023-02-07;Teclado;Acessórios;5;856.61;0.05;Terry Morales;Ginaburgh;South Dakota;Cartão de Débito;4068.9
570;2024-05-03;Monitor;Eletrônicos;8;3268.23;0.09;Jason Chavez;North Josephville;New Hampshire;Cartão de Débito;23792.71
571;2023-12-29;Teclado;Eletrônicos;5;235.62;0.26;Lindsay Wade;West Robinburgh;New Hampshire;Boleto;871.79
572;2023-10-15;Monitor;Eletrônicos;1;983.39;0.05;Dawn Murphy;Port Ebony;Hawaii;Boleto;934.22
573;2023-05-27;Teclado;Acessórios;7;2301.64;0.16;Abigail Landry;Yorkfort;North Dakota;Cartão de Crédito;13533.64
574;2023-12-11;Smartphone;Acessórios;10;2374.13;0.17;Matthew Barton;Grimesport;California;Boleto;19705.28
575;2023-07-31;Tablet;Eletrônicos;8;99.66;0.03;Meghan Ho;East Eugene;Nebraska;Cartão de Débito;773.36
576;2023-07-05;Notebook;Eletrônicos;7;1778.09;0.06;Emily Kim;New Josemouth;Indiana;Cartão de Débito;11699.83
577;2024-11-07;Teclado;Acessórios;5;3602.74;0.11;Regina Campbell;Schwartzport;Michigan;Boleto;16032.19
578;2023-10-16;Smartphone;Acessórios;10;4740.02;0.15;Ashley Bell;West Michelehaven;Wisconsin;Pix;40290.17
579;2024-05-06;Mouse;Acessórios;9;2879.51;0.25;Emily Sanchez;Taylormouth;Connecticut;Pix;19436.69
580;2024-06-20;Smartphone;Eletrônicos;1;3138.1;0.24;Anne Stevens;West Sarah;California;Cartão de Débito;2384.96
581;2023-10-31;Smartphone;Eletrônicos;9;3855.99;0.09;Kyle Gomez;East George;Texas;Pix;31580.56
582;2024-01-01;Headset;Eletrônicos;9;1308.92;0.25;Bailey Clark;New Annettemouth;Michigan;Cartão de Crédito;8835.21
583;2023-02-12;Notebook;Eletrônicos;9;230.68;0.04;Sarah Rodriguez;Lake Linda;New York;Cartão de Crédito;1993.08
584;2024-08-07;Monitor;Acessórios;9;3091.39;0.04;Mark Reed;New Timborough;Delaware;Cartão de Débito;26709.61
585;2024-02-29;Monitor;Eletrônicos;9;4678.21;0.28;Joseph Hill;Jonathanport;Oklahoma;Cartão de Débito;30314.8
586;2023-11-01;Notebook;Acessórios;8;1908.84;0.2;Mercedes Sullivan;Cynthiabury;Mississippi;Cartão de Débito;12216.58
587;2023-03-31;Monitor;Eletrônicos;8;3430.08;0.27;Adam Solomon;East Michelle;New Jersey;Cartão de Débito;20031.67
588;2023-05-30;Notebook;Acessórios;6;2358.17;0.15;Bianca Rose;Masonland;New Hampshire;Boleto;12026.67
589;2024-10-21;Mouse;Eletrônicos;8;3474.53;0.29;Shelly David;East Tiffanyview;North Carolina;Cartão de Crédito;19735.33
590;2022-12-11;Monitor;Eletrônicos;7;4361.06;0.28;Amy Martin;New Susan;Kentucky;Pix;21979.74
591;2023-01-17;Teclado;Acessórios;2;2916.76;0.2;Marcus Gray;Jameston;Oregon;Boleto;4666.82
592;2024-03-06;Teclado;Acessórios;2;4816.09;0.28;Chad Ford DVM;Franklinbury;Louisiana;Cartão de Débito;6935.17
593;2023-10-23;Headset;Eletrônicos;3;2545.15;0.25;Carl Martinez;North Robertburgh;Illinois;Cartão de Crédito;5726.59
594;2022-12-17;Monitor;Eletrônicos;3;3936.13;0.3;Amanda Brown;Browningfort;Virginia;Cartão de Débito;8265.87
595;2023-07-19;Tablet;Acessórios;1;3285.72;0.16;Richard Manning;New Christopherton;Ohio;Cartão de Débito;2760.0
596;2024-06-12;Headset;Acessórios;2;818.79;0.26;Angela Allen;Rebeccamouth;Arizona;Pix;1211.81
597;2024-09-15;Monitor;Acessórios;5;1591.01;0.08;Rachel Martin;Anthonyland;Texas;Cartão de Débito;7318.65
598;2024-09-10;Teclado;Eletrônicos;5;2285.68;0.05;Tristan Schmidt;North Jameston;Alaska;Boleto;10856.98
599;2022-12-12;Notebook;Acessórios;1;3162.86;0.04;Teresa Hall;Ariasberg;Mississippi;Cartão de Crédito;3036.35
600;2023-05-25;Smartphone;Eletrônicos;1;1695.46;0.14;Karen Skinner;East Christianhaven;Utah;Pix;1458.1
601;2024-06-19;Monitor;Eletrônicos;10;3433.32;0.22;David Haynes;Port David;New York;Cartão de Crédito;26779.9
602;2024-05-10;Headset;Eletrônicos;8;3272.76;0.22;Jennifer Day;New Juan;South Dakota;Pix;20422.02
603;2024-03-19;Notebook;Acessórios;4;3793.8;0.13;Anthony Harris;Michaelville;North Dakota;Pix;13202.42
604;2024-01-10;Mouse;Eletrônicos;2;4942.67;0.22;Trevor Mcgee;Johnstad;Nebraska;Boleto;7710.57
605;2024-10-09;Monitor;Acessórios;8;3843.02;0.26;Louis Smith;Patriciaborough;Hawaii;Cartão de Crédito;22750.68
606;2024-06-05;Mouse;Eletrônicos;2;3817.38;0.15;Danielle Sullivan;East Christopher;Connecticut;Cartão de Crédito;6489.55
607;2024-09-21;Headset;Eletrônicos;8;627.06;0.29;Whitney Orr;West John;New Hampshire;Cartão de Débito;3561.7
608;2024-03-18;Mouse;Eletrônicos;8;1783.44;0.21;Tanya Reid;Nguyenmouth;South Carolina;Cartão de Crédito;11271.34
609;2024-07-14;Tablet;Acessórios;2;2882.19;0.26;Joann Johns;East Mikayla;Kansas;Cartão de Débito;4265.64
610;2022-12-14;Tablet;Eletrônicos;2;1538.17;0.1;Dawn Martinez;North Jennifer;New Hampshire;Cartão de Débito;2768.71
611;2023-08-08;Teclado;Acessórios;5;2408.98;0.11;Michael Newman;Youngstad;Montana;Cartão de Crédito;10719.96
612;2023-07-25;Mouse;Eletrônicos;3;1895.58;0.15;Timothy Spencer;Patrickland;Montana;Boleto;4833.73
613;2023-05-19;Headset;Acessórios;8;1360.9;0.11;Marissa Norman;South Margaretshire;Iowa;Boleto;9689.61
614;2024-01-18;Monitor;Acessórios;8;566.79;0.2;Amber Benitez;Carlamouth;Pennsylvania;Cartão de Débito;3627.46
615;2023-09-16;Headset;Eletrônicos;8;2338.9;0.03;Shawna Fernandez;Jenniferhaven;Mississippi;Pix;18149.86
616;2024-05-27;Teclado;Eletrônicos;6;4019.19;0.22;Nicole Yang;Serranoville;Pennsylvania;Cartão de Débito;18809.81
617;2023-09-13;Smartphone;Acessórios;9;2849.32;0.19;Cheryl Sims;Port Noah;New Mexico;Cartão de Crédito;20771.54
618;2024-10-06;Monitor;Eletrônicos;7;2607.72;0.22;Philip Hall;East Juliaside;Tennessee;Pix;14238.15
619;2023-10-24;Tablet;Eletrônicos;5;4471.05;0.1;Brad Manning;Markmouth;South Carolina;Cartão de Débito;20119.73
620;2023-02-24;Smartphone;Acessórios;5;868.17;0.26;Steven Madden;Port Erinbury;Delaware;Cartão de Débito;3212.23
621;2023-09-12;Monitor;Eletrônicos;4;4555.14;0.19;Abigail Patrick;Bruceton;South Dakota;Boleto;14758.65
622;2023-08-25;Mouse;Eletrônicos;7;424.96;0.15;Natalie Cameron;West Barbaraville;Indiana;Cartão de Débito;2528.51
623;2023-10-09;Headset;Acessórios;10;3673.41;0.23;Brian Williams;Mitchellberg;Mississippi;Cartão de Crédito;28285.26
624;2024-07-07;Notebook;Eletrônicos;2;4016.42;0.03;Patricia Day;Terrellville;Maryland;Cartão de Crédito;7791.85
625;2024-04-26;Monitor;Acessórios;1;3884.4;0.03;Kristina Nguyen;Lake Amberfurt;South Dakota;Boleto;3767.87
626;2023-01-04;Notebook;Eletrônicos;8;95.68;0.23;Roberto Frazier;Philiphaven;Kentucky;Cartão de Débito;589.39
627;2024-06-29;Mouse;Eletrônicos;3;3275.74;0.26;Brittany Martinez;Zacharyland;Kentucky;Cartão de Crédito;7272.14
628;2023-11-15;Mouse;Acessórios;5;2781.33;0.19;Danielle Powell;New Dawn;Mississippi;Boleto;11264.39
629;2023-01-09;Smartphone;Acessórios;3;257.98;0.11;Daniel Robinson;Garciaton;Delaware;Pix;688.81
630;2023-12-26;Mouse;Acessórios;3;2613.98;0.22;Brittany Carey;East Marie;Virginia;Pix;6116.71
631;2024-08-16;Headset;Acessórios;5;215.94;0.17;Peter Edwards DDS;Perrychester;Missouri;Cartão de Crédito;896.15
632;2024-03-30;Smartphone;Eletrônicos;9;3480.67;0.05;Seth Walker;East Davidborough;Rhode Island;Cartão de Crédito;29759.73
633;2023-01-21;Mouse;Acessórios;8;2359.86;0.17;Lauren Hill;Reedburgh;Oregon;Pix;15669.47
634;2023-07-09;Smartphone;Eletrônicos;7;3768.87;0.13;Tiffany Barajas;New Kimberlyview;Alaska;Boleto;22952.42
635;2023-05-11;Tablet;Eletrônicos;5;755.62;0.06;Tiffany Singleton;New Jasonshire;Mississippi;Pix;3551.41
636;2024-09-20;Headset;Acessórios;7;2445.32;0.13;Peter Kim;Deniseton;Maine;Boleto;14892.0
637;2023-07-04;Monitor;Acessórios;7;2942.22;0.11;Kathleen Harris;Dunlapburgh;Maine;Pix;18330.03
638;2024-09-25;Teclado;Eletrônicos;3;147.85;0.14;Andrea Smith;East Deborahburgh;Minnesota;Cartão de Crédito;381.45
639;2023-01-12;Monitor;Eletrônicos;1;1651.65;0.19;Nicole Hubbard;Lake Peter;Illinois;Pix;1337.84
640;2024-10-28;Mouse;Acessórios;10;3138.15;0.11;Vanessa Baxter;New Loganside;Colorado;Boleto;27929.53
641;2024-09-02;Teclado;Eletrônicos;10;2010.67;0.21;Andre Moyer;Port Kelsey;Missouri;Pix;15884.29
642;2022-12-15;Mouse;Eletrônicos;7;2360.99;0.05;Dr. Kerry Hughes;Clarkhaven;New Jersey;Boleto;15700.58
643;2023-08-20;Headset;Acessórios;9;2221.53;0.23;Jessica Frank;Taylortown;Indiana;Cartão de Crédito;15395.2
644;2024-07-06;Headset;Eletrônicos;7;4460.19;0.27;Amanda Porter;Martinhaven;Vermont;Cartão de Débito;22791.57
645;2023-08-07;Smartphone;Eletrônicos;1;2252.15;0.13;Jason Gonzales;West Sharonfurt;Alaska;Pix;1959.37
646;2024-04-12;Tablet;Acessórios;10;2097.79;0.08;Janice Henderson;Marvinbury;Florida;Pix;19299.67
647;2023-06-02;Notebook;Eletrônicos;1;2665.26;0.24;Justin Dominguez;Port Erin;Virginia;Pix;2025.6
648;2023-07-16;Teclado;Eletrônicos;10;4318.45;0.19;Michael Bishop;Lake Matthewhaven;New Jersey;Pix;34979.44
649;2024-07-10;Teclado;Eletrônicos;3;2858.27;0.0;Regina Smith;North Elizabethborough;New Jersey;Boleto;8574.81
650;2023-12-06;Tablet;Acessórios;6;2288.48;0.01;Ashley Phillips;New Raymondville;Kansas;Cartão de Crédito;13593.57
651;2023-07-24;Mouse;Eletrônicos;1;4662.03;0.18;Roberto Horn;South Andrewshire;Missouri;Boleto;3822.86
652;2023-03-23;Smartphone;Eletrônicos;8;4660.85;0.27;William Friedman;North Brettport;Ohio;Cartão de Débito;27219.36
653;2024-11-03;Teclado;Eletrônicos;7;1101.83;0.25;Brittany Miller;Michellefurt;Wisconsin;Boleto;5784.61
654;2022-11-28;Notebook;Acessórios;9;3159.88;0.16;Keith Welch;Emilytown;Connecticut;Boleto;23888.69
655;2024-05-06;Smartphone;Eletrônicos;3;1723.69;0.11;Kathy Hensley;Youngview;Kansas;Cartão de Débito;4602.25
656;2024-06-23;Teclado;Acessórios;4;2233.67;0.2;Derrick Mcguire;Mckayside;Mississippi;Cartão de Débito;7147.74
657;2023-08-11;Headset;Acessórios;4;540.8;0.09;Miranda Zhang;South Donaldborough;Missouri;Cartão de Débito;1968.51
658;2023-10-23;Headset;Eletrônicos;6;661.56;0.23;Allison Williams;Larsontown;Pennsylvania;Boleto;3056.41
659;2023-03-29;Monitor;Acessórios;5;3746.71;0.01;Robert Burch;East Benjaminborough;Maine;Cartão de Débito;18546.21
660;2024-04-12;Headset;Eletrônicos;4;3689.94;0.09;Brittany Schultz DDS;North John;Iowa;Cartão de Débito;13431.38
661;2024-02-14;Headset;Acessórios;3;4345.41;0.16;Christopher Manning;South Beckybury;Arkansas;Boleto;10950.43
662;2024-03-11;Headset;Eletrônicos;2;3946.61;0.15;Laura Keller;South Christineshire;Virginia;Cartão de Crédito;6709.24
663;2023-05-16;Smartphone;Eletrônicos;8;1437.8;0.18;Matthew Blanchard;East Austin;Oklahoma;Pix;9431.97
664;2024-05-04;Monitor;Acessórios;4;1335.01;0.14;Michael Blevins;Floresmouth;Colorado;Cartão de Débito;4592.43
665;2024-08-17;Notebook;Eletrônicos;4;1282.68;0.29;Michael Ingram;East Erikview;Minnesota;Boleto;3642.81
666;2023-07-22;Mouse;Acessórios;10;1622.02;0.06;Paul Hall;South Jillview;Oregon;Cartão de Crédito;15246.99
667;2023-04-13;Notebook;Acessórios;4;2580.89;0.18;Megan Daniel;Jenniferfort;Kentucky;Pix;8465.32
668;2024-08-22;Tablet;Eletrônicos;8;3049.43;0.29;Erin Contreras;West Jenniferfurt;Massachusetts;Pix;17320.76
669;2023-07-20;Tablet;Acessórios;1;2165.59;0.06;Cody Salazar;Richardsbury;Georgia;Pix;2035.65
670;2023-05-19;Smartphone;Acessórios;4;1534.24;0.13;Sara Rodriguez;Port Diana;Texas;Cartão de Crédito;5339.16
671;2023-04-12;Notebook;Acessórios;4;1362.71;0.03;Wesley Guzman;Gabriellefort;Georgia;Cartão de Crédito;5287.31
672;2023-08-07;Tablet;Acessórios;3;1922.2;0.1;Joshua Roberson;Michaelport;Oregon;Cartão de Débito;5189.94
673;2024-03-25;Headset;Eletrônicos;7;2989.49;0.18;Jennifer Lee;Williamston;New York;Cartão de Débito;17159.67
674;2024-03-09;Headset;Acessórios;7;4699.38;0.11;Dr. Jeremy Roth DDS;Lake Johnport;Louisiana;Cartão de Crédito;29277.14
675;2024-02-01;Teclado;Eletrônicos;10;3892.46;0.12;Rhonda Villanueva;East Margaretville;Massachusetts;Boleto;34253.65
676;2024-08-11;Tablet;Acessórios;10;929.59;0.15;Cassandra Christensen;Foxmouth;Arkansas;Cartão de Débito;7901.51
677;2023-05-03;Tablet;Acessórios;7;781.9;0.23;Dominique Gill;Gonzalezshire;Alaska;Cartão de Crédito;4214.44
678;2024-05-04;Smartphone;Acessórios;3;3200.19;0.26;John Adams;Danaburgh;Oklahoma;Pix;7104.42
679;2024-08-14;Teclado;Acessórios;7;1550.68;0.13;Jeffrey Todd;East Andrewshire;Alabama;Pix;9443.64
680;2024-11-05;Smartphone;Eletrônicos;10;4882.01;0.28;Julie Valenzuela;South Martinfurt;Nevada;Pix;35150.47
681;2024-09-11;Monitor;Eletrônicos;5;2262.89;0.25;Leslie Gutierrez;New Paul;Wyoming;Pix;8485.84
682;2024-03-04;Tablet;Eletrônicos;5;4604.75;0.22;Jennifer Keller;Michellemouth;Louisiana;Cartão de Crédito;17958.53
683;2023-04-20;Smartphone;Eletrônicos;4;4964.9;0.02;Sheila Garcia;North Amy;West Virginia;Boleto;19462.41
684;2024-01-06;Mouse;Acessórios;10;676.47;0.14;Erik Jones;East Austin;Connecticut;Cartão de Crédito;5817.64
685;2024-06-07;Mouse;Eletrônicos;3;3974.62;0.01;Christopher Anderson;Powerschester;Virginia;Cartão de Débito;11804.62
686;2023-03-20;Monitor;Eletrônicos;6;476.58;0.22;Elizabeth Hunter;West Ericville;Kentucky;Boleto;2230.39
687;2024-03-17;Tablet;Eletrônicos;9;4686.53;0.17;Darren Schaefer;Kellymouth;Connecticut;Pix;35008.38
688;2024-08-28;Teclado;Eletrônicos;2;3958.39;0.18;James Tyler;Jacobsfort;Idaho;Boleto;6491.76
689;2023-09-26;Tablet;Acessórios;4;2329.1;0.06;Andrew Lam;Johnsonville;Idaho;Cartão de Débito;8757.42
690;2024-02-17;Monitor;Acessórios;6;881.97;0.25;Alexandra Kennedy;South Stephanie;Tennessee;Cartão de Débito;3968.86
691;2022-12-11;Teclado;Eletrônicos;3;3756.94;0.18;Matthew Rivera;Juliaside;Alaska;Boleto;9242.07
692;2023-06-29;Headset;Eletrônicos;7;3230.72;0.05;Mark Gibson;Michellemouth;Maryland;Boleto;21484.29
693;2024-11-18;Mouse;Acessórios;2;1990.72;0.05;Donald Lowe;Marymouth;Rhode Island;Cartão de Crédito;3782.37
694;2024-09-19;Teclado;Eletrônicos;5;1106.51;0.14;Alvin Nelson;Goodwinberg;Wisconsin;Boleto;4757.99
695;2024-08-14;Smartphone;Eletrônicos;2;4627.86;0.19;Jeffrey Lewis;New Adamberg;Alabama;Boleto;7497.13
696;2023-07-29;Mouse;Acessórios;1;4490.95;0.22;Marisa Moon;Shermanshire;Oklahoma;Cartão de Crédito;3502.94
697;2024-01-05;Mouse;Acessórios;5;3871.08;0.05;Michele Miller;Port Francis;Minnesota;Pix;18387.63
698;2024-10-30;Smartphone;Eletrônicos;7;3427.04;0.29;Erika Clark;North Dawnchester;Kentucky;Boleto;17032.39
699;2024-10-17;Notebook;Acessórios;5;4040.9;0.14;Austin Gonzalez;New Garyton;Iowa;Pix;17375.87
700;2024-02-04;Headset;Eletrônicos;5;1120.12;0.15;Adam Baird;Wattsfurt;South Dakota;Cartão de Crédito;4760.51
701;2024-05-12;Teclado;Eletrônicos;5;3348.59;0.18;Gregory Stewart;Lake Scottborough;Oregon;Pix;13729.22
702;2022-12-11;Mouse;Acessórios;5;1556.86;0.01;Jeffery Richardson;Daniellebury;Wyoming;Boleto;7706.46
703;2023-02-09;Teclado;Acessórios;10;3168.59;0.15;Randy Valenzuela;Lake Stephenton;Maryland;Pix;26933.01
704;2024-08-12;Notebook;Eletrônicos;2;3020.61;0.3;Hunter Adams;Port Kimberly;Oregon;Boleto;4228.85
705;2024-10-08;Monitor;Eletrônicos;6;607.52;0.2;Jeremy Jennings;New Karenfort;New Jersey;Pix;2916.1
706;2023-04-20;Mouse;Eletrônicos;6;4155.17;0.2;Renee Hubbard;Wolfland;Illinois;Pix;19944.82
707;2023-04-11;Teclado;Acessórios;8;4886.87;0.28;Tommy Weeks;New Robert;Arkansas;Boleto;28148.37
708;2024-05-16;Smartphone;Eletrônicos;9;2340.71;0.29;Willie Wilson;West Michael;Tennessee;Boleto;14957.14
709;2024-02-28;Tablet;Eletrônicos;4;4398.61;0.15;Jessica Wheeler DVM;Terrishire;Delaware;Pix;14955.27
710;2023-03-20;Notebook;Eletrônicos;1;933.93;0.02;Craig Mcpherson;Jenniferburgh;North Carolina;Boleto;915.25
711;2024-01-18;Headset;Eletrônicos;5;3834.67;0.11;Marcus Parker;Lake William;Hawaii;Cartão de Crédito;17064.28
712;2024-01-04;Mouse;Eletrônicos;2;1431.52;0.3;Anthony Butler;West Alicia;Idaho;Cartão de Crédito;2004.13
713;2023-04-08;Mouse;Acessórios;7;2454.12;0.22;Gregory Rodriguez;Ralphbury;Idaho;Cartão de Crédito;13399.5
714;2023-08-17;Smartphone;Eletrônicos;5;1531.04;0.2;Hannah Perez;Sandovalshire;Illinois;Cartão de Crédito;6124.16
715;2024-03-21;Notebook;Eletrônicos;4;435.56;0.09;Mr. James Berry MD;North Amberbury;Illinois;Cartão de Débito;1585.44
716;2024-02-09;Tablet;Eletrônicos;4;3842.62;0.24;Pamela Howard;South Karenborough;Colorado;Cartão de Débito;11681.56
717;2024-10-24;Smartphone;Acessórios;9;951.62;0.15;Justin Smith;South Shelly;New Hampshire;Boleto;7279.89
718;2023-08-18;Headset;Acessórios;3;4202.04;0.07;Sue Bradley;Davidbury;Washington;Boleto;11723.69
719;2024-07-20;Monitor;Acessórios;4;2084.29;0.13;Emily Reynolds;Johnhaven;Georgia;Boleto;7253.33
720;2023-04-30;Teclado;Eletrônicos;10;4156.17;0.29;Justin Schneider;Chanland;Colorado;Boleto;29508.81
721;2024-04-28;Notebook;Eletrônicos;2;2128.45;0.03;Robert May;Hardingmouth;Idaho;Cartão de Débito;4129.19
722;2024-05-08;Teclado;Acessórios;10;2719.0;0.27;Mark Peters;Cherrystad;Maryland;Cartão de Débito;19848.7
723;2023-03-24;Mouse;Acessórios;9;4284.4;0.23;Christina Williams;East Lisa;New Mexico;Boleto;29690.89
724;2024-06-14;Headset;Eletrônicos;6;3988.69;0.09;Joshua Robertson Jr.;Rangelview;Vermont;Cartão de Débito;21778.25
725;2024-05-08;Smartphone;Eletrônicos;1;4030.29;0.11;Rebekah Salinas;Lake Kevin;Wyoming;Cartão de Crédito;3586.96
726;2023-04-22;Smartphone;Eletrônicos;10;3737.11;0.16;Brandi Reid;North Austin;Kentucky;Cartão de Crédito;31391.72
727;2024-01-30;Teclado;Eletrônicos;2;1938.51;0.17;Taylor Carlson;Lake Katherine;Nevada;Cartão de Débito;3217.93
728;2023-04-03;Smartphone;Eletrônicos;1;4834.36;0.03;Rhonda Gregory;Port Dianaburgh;Arkansas;Cartão de Crédito;4689.33
729;2023-01-07;Smartphone;Acessórios;9;1783.23;0.19;Colleen Mcdaniel;Port Sydney;South Carolina;Boleto;12999.75
730;2024-06-30;Teclado;Acessórios;3;569.14;0.18;Scott Romero;Brentbury;Iowa;Cartão de Débito;1400.08
731;2023-07-21;Mouse;Eletrônicos;2;3614.3;0.13;Jeremiah Cobb;Christinachester;California;Cartão de Débito;6288.88
732;2023-10-12;Smartphone;Acessórios;10;1368.27;0.06;Jessica Thomas;Heathertown;New Hampshire;Cartão de Débito;12861.74
733;2024-02-13;Smartphone;Acessórios;10;4229.54;0.17;Harold Diaz;West Michael;Arizona;Cartão de Débito;35105.18
734;2024-06-19;Headset;Eletrônicos;4;4624.69;0.01;Mariah Lopez;Angelaton;North Dakota;Pix;18313.77
735;2023-12-20;Teclado;Eletrônicos;2;1928.32;0.18;Andrea Perez;Frederickberg;New Mexico;Pix;3162.44
736;2024-10-17;Tablet;Eletrônicos;7;3220.39;0.05;Michael York;Tatehaven;Maryland;Cartão de Débito;21415.59
737;2024-03-13;Monitor;Eletrônicos;6;3095.06;0.12;Victoria Christensen;New Timothy;Georgia;Boleto;16341.92
738;2024-04-26;Monitor;Acessórios;4;702.37;0.23;Caleb Williams;South Kevin;Oklahoma;Boleto;2163.3
739;2024-03-01;Tablet;Acessórios;5;2635.99;0.16;Megan Lyons;South Jacob;Delaware;Pix;11071.16
740;2023-03-31;Notebook;Acessórios;1;85.23;0.08;Regina Rhodes;Port Brandonberg;Florida;Boleto;78.41
741;2024-07-26;Monitor;Eletrônicos;9;2346.18;0.12;Zachary Arnold;Payneside;Alaska;Boleto;18581.75
742;2024-10-19;Monitor;Acessórios;3;4819.11;0.03;Jacqueline Lee;East Peterstad;Michigan;Pix;14023.61
743;2023-04-21;Notebook;Acessórios;3;2476.17;0.04;Emily Hill;Evanston;New Mexico;Pix;7131.37
744;2024-07-25;Mouse;Acessórios;3;601.33;0.27;Cheryl Davis;North Jessicachester;Kentucky;Boleto;1316.91
745;2022-12-10;Notebook;Acessórios;3;4761.87;0.13;Deanna Burnett;Juliaport;New Jersey;Boleto;12428.48
746;2023-10-08;Notebook;Acessórios;3;316.62;0.06;Jason Fox;South Jamie;Illinois;Boleto;892.87
747;2024-11-25;Headset;Acessórios;6;2883.36;0.1;Jessica Rodriguez;Nicolechester;Nebraska;Cartão de Crédito;15570.14
748;2023-01-09;Smartphone;Acessórios;4;3487.41;0.3;Rebekah Cochran;Walkerfurt;New Hampshire;Pix;9764.75
749;2023-03-11;Teclado;Eletrônicos;8;608.41;0.08;Eric Johnson;Justinmouth;Ohio;Pix;4477.9
750;2024-03-04;Mouse;Acessórios;6;2106.66;0.18;Richard Jones;Livingstonside;Massachusetts;Pix;10364.77
751;2023-06-05;Teclado;Eletrônicos;2;3545.32;0.26;Brittany Rodriguez;Taratown;Michigan;Pix;5247.07
752;2023-03-20;Tablet;Acessórios;4;683.97;0.1;Sergio Garner;Kimport;New Jersey;Boleto;2462.29
753;2023-10-24;Monitor;Acessórios;3;1236.91;0.29;Jason Conway;Lake Davidberg;Indiana;Cartão de Crédito;2634.62
754;2024-02-13;Headset;Acessórios;7;4330.49;0.21;Rachel Boyle;Ryanport;Wisconsin;Pix;23947.61
755;2023-12-11;Teclado;Eletrônicos;8;3745.57;0.18;David Taylor;Harperton;Indiana;Boleto;24570.94
756;2024-05-05;Tablet;Acessórios;6;336.99;0.26;Adam Mueller;Huffborough;Louisiana;Cartão de Débito;1496.24
757;2023-08-21;Mouse;Eletrônicos;9;1667.28;0.07;Bruce Dawson;North George;South Carolina;Pix;13955.13
758;2024-10-14;Tablet;Eletrônicos;7;1175.32;0.25;Mercedes Sanchez;Gomezchester;Kansas;Cartão de Crédito;6170.43
759;2023-10-19;Monitor;Eletrônicos;5;1377.55;0.14;Sarah Barrett;Davidstad;Ohio;Cartão de Crédito;5923.47
760;2023-11-25;Tablet;Acessórios;10;4893.54;0.12;John Thomas;Richardstad;North Dakota;Pix;43063.15
761;2024-10-01;Monitor;Acessórios;7;4997.44;0.29;Alyssa Stevens;Port Carolyntown;South Carolina;Boleto;24837.28
762;2024-01-24;Monitor;Eletrônicos;4;1352.87;0.15;Sharon Smith;South Laura;Minnesota;Cartão de Débito;4599.76
763;2024-08-06;Teclado;Eletrônicos;7;3901.61;0.16;Andrew Cardenas;Lake Donna;Idaho;Boleto;22941.47
764;2023-04-04;Tablet;Acessórios;3;3066.75;0.2;Christopher Mcdonald;Jilltown;Hawaii;Pix;7360.2
765;2024-02-24;Notebook;Acessórios;8;1253.99;0.03;Jeremy Bell;West Jameshaven;Massachusetts;Cartão de Débito;9730.96
766;2024-11-05;Teclado;Acessórios;6;2294.54;0.24;Frederick Carter;Lake Chad;Kansas;Boleto;10463.1
767;2023-02-10;Mouse;Acessórios;9;1816.12;0.2;Michael Davis;Martinfort;Wyoming;Cartão de Crédito;13076.06
768;2024-08-27;Teclado;Eletrônicos;7;997.3;0.01;Elizabeth Thomas;Martinezchester;Texas;Cartão de Crédito;6911.29
769;2024-01-08;Smartphone;Acessórios;5;3002.52;0.22;Taylor Schmidt;Philipport;Oregon;Cartão de Débito;11709.83
770;2024-10-01;Mouse;Acessórios;7;4020.23;0.26;Mark Hunt;Codyshire;Alabama;Cartão de Débito;20824.79
771;2024-02-09;Monitor;Acessórios;5;1097.77;0.15;Sarah Brown;Christopherfort;Alaska;Cartão de Crédito;4665.52
772;2024-03-24;Monitor;Acessórios;2;937.06;0.03;Jay Cobb;Williamstown;Oklahoma;Cartão de Crédito;1817.9
773;2024-08-15;Mouse;Eletrônicos;2;2652.34;0.1;Gary Davenport;South Natalie;Wisconsin;Pix;4774.21
774;2023-05-14;Tablet;Acessórios;5;1759.92;0.26;Philip Mclean;East Brianfort;North Carolina;Boleto;6511.7
775;2023-07-21;Notebook;Acessórios;5;551.11;0.13;Christine Rice;Lake Lisa;South Carolina;Pix;2397.33
776;2024-01-03;Teclado;Acessórios;9;3070.04;0.05;Jamie Williams;South Kristinshire;California;Cartão de Crédito;26248.84
777;2023-02-13;Tablet;Eletrônicos;7;1809.34;0.02;Lauren Price;Comptonland;Oklahoma;Pix;12412.07
778;2023-05-08;Teclado;Eletrônicos;4;142.71;0.24;Sheila Boone;Kathyville;Wisconsin;Cartão de Crédito;433.84
779;2023-11-21;Tablet;Eletrônicos;5;1443.23;0.24;Jesus Smith Jr.;Davidton;Kansas;Cartão de Crédito;5484.27
780;2024-08-15;Monitor;Acessórios;9;4189.58;0.3;Vincent Wallace;Donaldchester;Arkansas;Cartão de Crédito;26394.35
781;2023-05-26;Monitor;Eletrônicos;2;1347.86;0.23;Dawn Smith;Hodgeside;North Carolina;Boleto;2075.7
782;2024-06-13;Mouse;Acessórios;8;3279.34;0.26;Rachel Jones;Port Ashleyside;Kentucky;Pix;19413.69
783;2024-01-07;Tablet;Acessórios;8;2806.21;0.06;Toni Nguyen;Mcgrathbury;North Dakota;Pix;21102.7
